arm 2343.482910 7354.796387 -436.575012 0.000000 -115.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 2428.787109 7365.606445 -443.875000 0.000000 -101.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 2555.781982 7449.287109 -447.875000 0.000000 176.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill 2783.995605 7366.396484 -432.875000 0.000000 -124.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 2770.250977 7604.602051 -387.875000 0.000000 118.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 2253.812988 7593.552246 -387.875000 0.000000 176.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -0.000000 0.000000
mgturret 2807.408447 7446.126465 -427.875000 0.000000 -11.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 2240.088623 7442.331055 -427.875000 0.000000 -169.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 2348.383545 7545.685059 -387.875000 0.000000 -167.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 2662.985596 7369.951660 -443.875000 0.000000 -83.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
reactor 2888.806152 7353.072266 -443.875000 0.000000 -92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 2689.329834 7528.574707 -427.875000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 2451.014160 7453.716797 -443.875000 0.000000 -176.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
overmind -429.926910 9068.996094 -207.272247 0.000000 -165.000000 0.000000 0.000000 -0.010416 0.999946 0.000000 0.000000 0.000000
hive -8.125000 7798.427734 -252.180344 0.000000 88.000000 -89.000000 -1.000000 0.000000 0.000000 0.000000 0.000000 0.000000
leech -1651.378784 9992.049805 535.867371 0.000000 119.000000 0.000000 0.000000 -0.882353 0.470588 0.000000 0.000000 0.000000
leech -998.303101 9959.729492 -151.536102 0.000000 136.000000 0.000000 -0.647842 -0.071105 0.758449 0.000000 0.000000 0.000000
leech -197.900757 9870.732422 354.320526 0.000000 49.000000 0.000000 -0.844931 0.280062 0.455693 0.000000 0.000000 0.000000
leech 412.711945 9980.403320 601.790894 0.000000 40.000000 0.000000 -0.345255 -0.893159 0.288213 0.000000 0.000000 0.000000
leech -1622.770752 9214.981445 250.002930 0.000000 -156.000000 0.000000 0.472009 -0.675563 0.566411 0.000000 0.000000 0.000000
leech -1692.750732 8610.865234 -150.623352 0.000000 165.000000 0.000000 -0.541048 -0.483719 0.687956 0.000000 0.000000 0.000000
leech -1830.247314 7976.946777 -501.293518 0.000000 175.000000 0.000000 -0.134149 -0.268298 0.953950 0.000000 0.000000 0.000000
leech -826.770691 8101.764160 -517.711426 0.000000 -101.000000 0.000000 0.251914 -0.192640 0.948382 0.000000 0.000000 0.000000
leech -38.319866 8892.170898 -442.212738 0.000000 102.000000 0.000000 -0.004735 -0.416650 0.909055 0.000000 0.000000 0.000000
leech 390.353943 10047.157227 948.125000 0.000000 39.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -1853.800415 8785.576172 964.125000 0.000000 -103.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 224.655350 8835.984375 964.125000 0.000000 -74.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -1205.558838 8043.868652 964.125000 0.000000 -164.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 107.701660 7865.548828 948.125000 0.000000 -161.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 1425.768433 7927.532715 36.125000 0.000000 -22.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 683.085693 7907.466797 36.125000 0.000000 -11.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 2970.964355 8195.922852 36.125000 0.000000 114.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 2409.287354 6468.562988 28.125000 0.000000 117.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 2396.507812 5698.668457 28.125000 0.000000 -83.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 1459.768921 6411.435059 28.125000 0.000000 178.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 2447.829346 4982.546387 28.125000 0.000000 -86.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 2456.971436 3995.177979 190.585510 0.000000 -101.000000 0.000000 -0.473201 0.144828 0.868968 0.000000 0.000000 0.000000
leech 1115.354492 4001.821045 148.125000 0.000000 -153.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 1130.660156 5286.587402 268.125000 0.000000 -171.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
spiker 1963.216064 7095.330078 -476.125000 0.000000 100.000000 -180.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000
acid_tube 1406.968872 7508.044434 -434.875000 0.000000 -41.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
hive 2287.875000 7114.242188 -556.229736 0.000000 76.000000 -89.000000 -1.000000 0.000000 0.000000 0.000000 0.000000 0.000000
barricade 1876.089478 7075.836914 -620.875000 0.000000 -7.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
